label,message,processed_text
ham,What happened to our yo date?,happened yo date
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",waqt se pehle naseeb se zyada kisi ko kuch nahi milta zindgi wo nahi jo hum sochte hai zindgi wo hai jo ham jeetey hai
ham,Ok I'm gonna head up to usf in like fifteen minutes,ok gon na head usf like fifteen minutes
ham,The new deus ex game comin early next yr,new deus ex game comin early next yr
ham,I think it's all still in my car,think still car
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,someone smoke every time smoked last two weeks calling texting wanted smoke
ham,Waiting for your call.,waiting call
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",got fujitsu ibm hp toshiba got lot model say
ham,Does not operate after  &lt;#&gt;  or what,operate lt gt
ham,Remember on that day..,remember day
ham,K then 2marrow are you coming to class.,k marrow coming class
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,take care sleep well need learn change life need get convinced wait conversations us get convinced time family many senses respect overemphasise u role life
ham,Nothing just getting msgs by dis name wit different no's..,nothing getting msgs dis name wit different
ham,What type of stuff do you sing?,type stuff sing
ham,K still are you loving me.,k still loving
ham,Nope. Meanwhile she talk say make i greet you.,nope meanwhile talk say make greet
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,diet ate many slices pizza yesterday ugh always diet
ham,Hey leave it. not a big deal:-) take care.,hey leave big deal take care
ham,I'll probably be by tomorrow (or even later tonight if something's going on),probably tomorrow even later tonight something going
ham,Yeah imma come over cause jay wants to do some drugs,yeah imma come cause jay wants drugs
ham,I just really need shit before tomorrow and I know you won't be awake before like 6,really need shit tomorrow know awake like
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,hi neva worry bout da truth coz truth lead ur heart least unique person like u deserve sleep tight morning
ham,Even if he my friend he is a priest call him now,even friend priest call
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,okay lor wah like def wont let us go haha say terms conditions
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",thank winner notified sms good luck future marketing reply stop customer services
spam,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,congratulations week competition draw u prize claim call b cs stop sms ppm
ham,Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?,hi missed call mumhas beendropping red wine theplace adress
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,mobile mths update latest orange camera video phones free save free texts weekend calls text yes callback orno opt
ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,yar wanted scold u yest late already got zhong se qing u ask b ask go w u lor n u still act real
ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",hey chief give bell get need talk royal visit st june
ham,"Jay wants to work out first, how's 4 sound?",jay wants work first sound
ham,Thanks love. But am i doing torch or bold.,thanks love torch bold
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",good evening sir al salam wahleykkum sharing happy news grace god got offer tayseer tissco joined hope fine inshah allah meet sometime rakhesh visitor india
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,love excited day spend make happy
ham,Ok...,ok
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wishes
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,ok wont call disturb one know avoiding burden
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,u ever get song stuck head reason go away til u listen like times
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,new textbuddy chat horny guys ur area p free receive search postcode gaytextbuddy com txt one name
ham,Cramps stopped. Going back to sleep,cramps stopped going back sleep
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",ok would b lovely u r sure think wot u want drinkin dancin eatin cinema u wot
ham,Sorry de i went to shop.,sorry de went shop
ham,Aight do you still want to get money,aight still want get money
ham,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,dunno lei might b eatin wif frens wan eat wait lar
spam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",ur chance win cash every wk txt play c custcare x p wk
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?,sian aft meeting supervisor got work liao u working
ham,I think asking for a gym is the excuse for lazy people. I jog.,think asking gym excuse lazy people jog
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,hi spoke maneesha v like know satisfied experience reply toll free yes
ham,What u talking bout early morning? It's almost noon where your at!,u talking bout early morning almost noon
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",hey looks like wrong one kappa guys numbers still phone want text see around
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,also sorta blown couple times recently id rather text blue looking weed
ham,Mum not going robinson already.,mum going robinson already
ham,Draw va?i dont think so:),draw va dont think
ham,For my family happiness..,family happiness
ham,Hi! This is Roger from CL. How are you?,hi roger cl
ham,"Not yet chikku..going to room nw, i'm in bus..",yet chikku going room nw bus
ham,You in your room? I need a few,room need
ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",k yan jiu liao sat go bugis vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop
ham,I liked your new house,liked new house
ham,K k:) sms chat with me.,k k sms chat
ham,Also where's the piece,also piece
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",dear hero leaving qatar tonite apt opportunity pls keep touch lt email gt kerala
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,lag sad part keep touch thanks skype
ham,K.i will send in  &lt;#&gt;  min:),k send lt gt min
ham,K..i deleted my contact that why?,k deleted contact
ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,hi yijue regarding textbook intro algorithms second edition selling
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,congratulations ur awarded cd vouchers gift guaranteed free entry wkly draw txt music
spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800,asked mobile chatlines inclu free mins india cust servs sed yes l er got mega bill dont giv shit bailiff due days want
ham,Ü bot notes oredi... Cos i juz rem i got...,bot notes oredi cos juz rem got
ham,I told your number to gautham..,told number gautham
ham,i can call in  &lt;#&gt;  min if thats ok,call lt gt min thats ok
ham,"It's that time of the week again, ryan",time week ryan
ham,Hey do you want anything to buy:),hey want anything buy
ham,"Nothing really, just making sure everybody's up to speed",nothing really making sure everybody speed
ham,"No my blankets are sufficient, thx",blankets sufficient thx
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?,enjoy watching playing football basketball anything outdoors
ham,Yes. Nigh you cant aha.,yes nigh cant aha
ham,make that 3! 4 fucks sake?! x,make fucks sake x
ham,I AM AT A PARTY WITH ALEX NICHOLS,party alex nichols
ham,From here after The performance award is calculated every two month.not for current one month period..,performance award calculated every two month current one month period
ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,thk shd ok said plus minus leave line paragraphs
ham,Oh k. . I will come tomorrow,oh k come tomorrow
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,want latest video handset anytime network mins half price line rental reply call delivery tomorrow
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",anyway think secure anything lem know want drive south chill
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,gentle baby soon taking lt gt inches deep inside tight pussy
ham,Discussed with your mother ah?,discussed mother ah
ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,ask keep one maybe get messages sent glo
ham,Would really appreciate if you call me. Just need someone to talk to.,would really appreciate call need someone talk
ham,Otherwise had part time job na-tuition..,otherwise part time job na tuition
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",see knew giving break times woul lead always wanting miss curfew gon na gibe til one midnight movie gon na get til need come home need getsleep anything need b studdying ear training
ham,"Sorry that took so long, omw now",sorry took long omw
ham,Now get step 2 outta the way. Congrats again.,get step outta way congrats
ham,"Hiya, had a good day? Have you spoken to since the weekend?",hiya good day spoken since weekend
ham,Wat ü doing now?,wat
ham,Oh really?? Did you make it on air? What's your talent?,oh really make air talent
ham,You intrepid duo you! Have a great time and see you both soon. ,intrepid duo great time see soon
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",good afternoon loverboy goes day luck come way think sweetie send love across sea make smile happy
ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",forget tell want need crave love sweet arabian steed mmmmmm yummy
ham,Ok lor ü reaching then message me.,ok lor reaching message
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,freemsg today day ready horny live town love sex fun games netcollex ltd p per msg reply stop end
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",congrats mobile g videophones r call videochat wid mates play java games dload polyph music noline rentl
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",hi way u day normal way real ur unique hope know u rest mylife hope u find wot lost
ham,Finish liao... U?,finish liao u
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,escape theatre going watch kavalan minutes
ham,I dunno lei... Like dun haf...,dunno lei like dun haf
ham,Arun can u transfr me d amt,arun u transfr amt
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,gr see message r u leaving congrats dear school wat r ur plans
ham,Anything lor is she coming?,anything lor coming
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",mila age blonde new uk look sex uk guys u like fun text mtalk pp txt st free increments help
ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,yeah get random dude need change info sheets party lt gt never study safe
ham,Are you there in room.,room
ham,Was actually about to send you a reminder today. Have a wonderful weekend,actually send reminder today wonderful weekend
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call
ham,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",shit babe thasa bit messed yeh shudvetold u urgran know neway illspeak u moro wen im asleep
ham,Apps class varaya elaya.,apps class varaya elaya
ham,Sos! Any amount i can get pls.,sos amount get pls
ham,Erutupalam thandiyachu,erutupalam thandiyachu
ham,Lmao but its so fun...,lmao fun
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,u find sitter kaitlyn sick slept day yesterday
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,yeah imagine would really gentle unlike docs treat patients like turkeys
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,finish already yar keep saying mushy embarrassed ok
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,ok ill send lt decimal gt ok
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,cool like swimming pool jacuzzi house
ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,allo braved buses taken trains triumphed mean b ham jolly good rest week
ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,lost pounds since doc visit last week woot woot gon na celebrate stuffing face
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,life never much fun great came made truly special forget enjoy one gbp sms
ham,"Gosh that , what a pain. Spose I better come then.",gosh pain spose better come
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,talk atleast day otherwise miss best friend world shakespeare shesil lt gt
ham,Just sleeping..and surfing,sleeping surfing
ham,Oh Howda gud gud.. Mathe en samachara chikku:-),oh howda gud gud mathe en samachara chikku
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",motivate behind every darkness shining light waiting find behind every best friend always trust love bslvyl
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,jamster get free wallpaper text heart c apply need help call
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,wat late still early mah juz go dinner lor aiya dunno
ham,I think that tantrum's finished so yeah I'll be by at some point,think tantrum finished yeah point
ham,How are you doing. How's the queen. Are you going for the royal wedding,queen going royal wedding
ham,Fffff. Can you text kadeem or are you too far gone,fffff text kadeem far gone
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,well right gon na get check today steam sales pee text want come get
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,gifts trying get throw cliff something
ham,Also are you bringing galileo or dobby,also bringing galileo dobby
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,dont know come ask questions like dont mistake
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",hi shanil rakhesh thanks exchanged uncut diamond stuff leaving back excellent service dino prem
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,sort code acc bank natwest reply confirm sent right person
ham,"Vikky, come around  &lt;TIME&gt; ..",vikky come around lt time gt
ham,"There'll be a minor shindig at my place later tonight, you interested?",minor shindig place later tonight interested
ham,Don know..wait i will check it.,know wait check
ham,Then ü come n pick me at 530 ar?,come n pick ar
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,new club dont fink met yet b gr c u please leave msg day wiv ur area reply promised carlie x calls minmobsmore lkpobox hp fl
ham,"Dear, will call Tmorrow.pls accomodate.",dear call tmorrow pls accomodate
ham,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,alrite hunny wot u nite didnt end goin town jus da pub instead jus chillin da mo bedroom love jen xxx
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,got got colours lor one colour quite light n e darker lor actually done styling hair
ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,came hostel going sleep plz call class hrishi
ham,645,
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,slave want take pictures today bright light cell phone bright light
ham,Or ü go buy wif him then i meet ü later can?,go buy wif meet later
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",hiya u paying money account thanks got pleasant surprise checked balance u c get statements acc
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,running managed minutes needed oxygen might resort roller option
ham,R u sure they'll understand that! Wine * good idea just had a slurp!,r u sure understand wine good idea slurp
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,carlos says mu lt gt minutes
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...,yar lor actually quite fast cos da ge slow wat haha
ham,Wait . I will msg after  &lt;#&gt;  min.,wait msg lt gt min
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,urgent trying contact u todays draw shows prize guaranteed call land line claim valid hrs
ham,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,r stayin extra week back next wed rugby weekend hi c u soon
spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,cds u congratulations ur awarded cd gift vouchers gift guaranteed freeentry wkly draw xt music tncs
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",got gas money chance gang want go grand nature adventure
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,neft transaction reference number lt gt rs lt decimal gt credited beneficiary account lt gt lt time gt lt gt
ham,Double eviction this week - Spiral and Michael and good riddance to them!,double eviction week spiral michael good riddance
ham,"Sorry, I'll call later",sorry call later
ham,Okay... We wait ah,okay wait ah
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,update mths half price orange line rental mins call mobileupd call optout j q
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,dis yijue jus saw ur mail case huiming havent sent u num dis num
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",see see maybe reboot ym seen buzz
ham,How would my ip address test that considering my computer isn't a minecraft server,would ip address test considering computer minecraft server
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal
ham,U wan 2 haf lunch i'm in da canteen now.,u wan haf lunch da canteen
ham,Yes princess! I want to make you happy...,yes princess want make happy
ham,Sorry i'm not free...,sorry free
ham,Are you staying in town ?,staying town
spam,You have 1 new message. Please call 08718738034.,new message please call
ham,Except theres a chick with huge boobs.,except theres chick huge boobs
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",know god created gap fingers one made comes amp fills gaps holding hand love
ham,If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.,meeting rite go home lor dun feel like comin ok
ham,Hope you are having a good week. Just checking in,hope good week checking
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,u love someone dont make love u much u love much dont want loved anyone except gud nit
ham,"Nothing, i got msg frm tht unknown no..",nothing got msg frm tht unknown
ham,Yep get with the program. You're slacking.,yep get program slacking
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,hi darlin finish u pick meet text back number luv kate xxx
ham,"Sir, I am waiting for your mail.",sir waiting mail
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,hate call didnt accept even single call mine even messaged
ham,Pls she needs to dat slowly or she will vomit more.,pls needs dat slowly vomit
ham,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,hey darlin pick u college u tell wen mt love pete xx
spam,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,phony award todays voda numbers ending xxxx selected receive award match please call quoting claim code standard rates app
ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt didnt move said made students wont even start datz confidence
spam,85233 FREE>Ringtone!Reply REAL,free ringtone reply real
ham,Pandy joined 4w technologies today.he got job..,pandy joined w technologies today got job
ham,Noice. Text me when you're here,noice text
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,tuition hm go one mind
ham,Ok ill tell the company,ok ill tell company
ham,Oh wow thats gay. Will firmware update help,oh wow thats gay firmware update help
ham,* You gonna ring this weekend or wot?,gon na ring weekend wot
ham,I will be outside office take all from there,outside office take
ham,Ill call you evening ill some ideas.,ill call evening ill ideas
spam,Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,urgent ur guaranteed award still unclaimed call closingdate claimcode pmmorefrommobile bremoved mobypobox ls yf
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",please protect e threats sib never asks sensitive information like passwords atm sms pin thru email never share password anybody
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,people tour thought sofa thing sent curious sugar
ham,Merry christmas to u too annie!,merry christmas u annie
ham,"That's fine, have him give me a call if he knows what he wants or has any questions",fine give call knows wants questions
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,free video camera phones half price line rental mths cross ntwk mins txts call mobileupd call optout
ham,Full heat pa:-) i have applyed oil pa.,full heat pa applyed oil pa
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,nite nite pocay wocay luv u n e thing eva promise ring u morrowxxxx
ham,Really do hope the work doesnt get stressful. Have a gr8 day.,really hope work doesnt get stressful gr day
ham,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,aiyo bit pai seh noe scared dun rem die hee become better lookin oredi leh
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,many things antibiotic used chest abdomen gynae infections even bone infections
ham,Okie...,okie
ham,How much r ü willing to pay?,much r willing pay
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,thanx u darlin im cool thanx bday drinks nite morrow take care c u soon xxx
ham,"2 celebrate my bday, y else?",celebrate b day else
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,thk em find wtc far weiyi goin e rest dunno yet r ur goin dinner den might b able join
ham,Hai priya are you right. What doctor said pa. Where are you.,hai priya right doctor said pa
ham,Dont you have message offer,dont message offer
ham,"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx",alrite girl u know gail neva wrong take care sweet worry c u l tr hun love yaxxx
ham,So can collect ur laptop?,collect ur laptop
ham,Probably gonna swing by in a wee bit,probably gon na swing wee bit
ham, &lt;#&gt;  mins but i had to stop somewhere first.,lt gt mins stop somewhere first
ham,Nobody can decide where to eat and dad wants Chinese,nobody decide eat dad wants chinese
ham,I dont want to hear philosophy. Just say what happen,dont want hear philosophy say happen
ham,Oh ho. Is this the first time u use these type of words,oh ho first time u use type words
ham,No calls..messages..missed calls,calls messages missed calls
ham,Ryder unsold.now gibbs.,ryder unsold gibbs
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,hello beautiful r u ok kinda ad row wiv walked pub wanted night wiv u miss u
ham,I am going to sao mu today. Will be done only at 12 ,going sao mu today done
ham,Just nw i came to hme da..,nw came hme da
ham,I guess it is useless calling u 4 something important.,guess useless calling u something important
ham,Ok. C u then.,ok c u
ham,I dont understand your message.,dont understand message
ham,Convey my regards to him,convey regards
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,thanks lot wishes birthday thanks making birthday truly memorable
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,eek lot time especially since american pie like minutes long stop singing
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad story man last week b day wife nt wish parents forgot n kids went work even colleagues wish
ham,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",keep seeing weird shit bein woah realising actually reasonable oh
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,wish things different wonder able show much value pls continue brisk walks drugs without askin please find things laugh love dearly
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",ahhhh woken bad dream u tho dont like u right didnt know anything comedy night guess im
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",boy late home father power frndship
ham,Oh just getting even with u.... u?,oh getting even u u
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",consider walls bunkers shit important never play peaceful guess place high enough matter
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.,get dump heap mom decided come lowes boring
spam,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",free ring tone text polys every week get new tone yrs wk
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",alright bring see like lt gt mins
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",congrats year special cinema pass call c suprman v matrix starwars etc free bx ip pm dont miss
ham,Lara said she can loan me  &lt;#&gt; .,lara said loan lt gt
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,supervisor find one lor thk students havent ask yet tell u aft ask
ham,Where are you call me.,call
ham,You still at the game?,still game
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",hiya sorry hav signal seen heard neither unusual put case get sort hugs snogs
spam,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",urgent mobile xxxxxxxxx bonus caller prize nd attempt reach call asap box n qp ppm
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,love u babe r u sure everything alrite idiot txt bak girlie
ham,Ok pa. Nothing problem:-),ok pa nothing problem
